name,variants
Fyodor,"Fedor, Feodor, Fyodr"
Gabriel,"Gabby, Gabe, Gabela, Gable, Gabor, Gabrielli, Gabriello, Gavra (Slavic), Gavriel, Gavril, Gavrilo, Jibrial (Arabic)"
Gabrielle,"Briella, Brielle, Gabby, Gabriela, Gavra, Gavrielle"
Gad,
Gada,
Gadi,
Gadiel,
Gaea,"Gaia, Gaya"
Gaenor,
Gaetan,"Gaetano, Kajetan"
Gaetan,
Gaetana,Gaetane
Gafna,
Gage,
Gahuj,
Gair,"Gaer, Geir"
Gaius,
Gala,Galla
Galahad,
Galatea,
Galbraith,"Galbrait, Galbreath"
Gale,"Gael, Gayle"
Gale,
Galegina,
Galen,"Galeno, Gaylon"
Galena,
Gali,Galice
Galiena,Galiana
Galilani,
Galina,Galya
Galla,
Gallagher,
Gallia,Galla
Galloway,Gallway
Galt,"Galtero, Gaultier, Gautier"
Galton,
Galvin,"Gallven, Galven"
Galya,"Gallia, Gallya"
Gamal,"Gamali, Jamal, Jemaal, Jemal"
Gamaliel,
Gamba,
Gambhira,
Gamble,
Gamlin,
Gan,
Ganan,"Ganana, Ganen"
Gandhi,
Gandolf,
Ganeodiyo,
Ganesa,
Ganesh,
Ganit,"Gana, Ganice"
Gannon,"Ganon, Ganan, Gannan"
Ganundalegi,
Ganya,
Garai,
Garakonthie,
Garbhan,Garvan
Gardenia,
Gardner,"Gardiner, Gardie"
Gareth,"Garith, Garyth"
Garfield,
Gariana,
Garibaldo,Garibald
Garima,
Garland,Garlen
Garland,
Garman,
Garner,Garnier
Garnet,
Garnett,
Garnock,
Garrick,"Garek, Garik, Garryk"
Garrie,"Garri, Garry, Gary"
Garroway,Garraway
Garson,
Garth,
Garton,
Garvey,Garvy
Garvin,
Garwood,Woody
Gary,"Garey, Garry"
Gaston,Gascon
Gaurav,
Gauri,
Gauthier,"Galtero, Gaultier, Gautier, Gualterio, Gualtiero"
Gavin,"Gavan, Gavyn, Gawain, Gawen, Gwaine"
Gavra,Gavril
Gavrilla,
Gawain,Gwayne
Gawasowaneh,
Gawath,
Gay,Gaye
Gayadin,
Gaylord,"Gaillard, Gallard, Gay, Gayler, Gaylor"
Gaynor,"Gainer, Gayner, Gaynnor"
Gaynor,"Gaenor, Gayna, Gayner"
Gaynwawpiahsika,Gaynwah
Gayora,
Gaytahkipiahsikah,
Gazella,
Gazit,
Geary,Gery
Geb,
Gedaliah,"Gedalia, Gedaliahu, Gedalya"
Geela,
Gefaniah,"Gefania, Gefanya, Gephania"
Gefen,"Gafna, Gafnit, Gaphna, Geffen"
Gefjun,"Gefion, Gefjon"
Gelasia,
Gelelemend,
Gelilah,"Gelalya, Gelilia"
Gellies,
Gelya,
Gemalli,Gemali
Gemini,"Gemelle, Gemina"
Gemma,Jemma
Gen,
Genesee,
Genesis,"Genessa, Genisa, Genisia, Jenessa"
Geneva,"Gena, Genevra, Ginebra, Ginevra, Ginevre, Janeva, Janevra"
Genevieve,"Gena, Geneva, Geneve, Genivieve, Gennie, Genovera, Gewnoveva, Gina, Janeva, Jenny"
Genna,
Gennaro,
Gennisheyo,
Genos,
Genty,
Geona,Geonit
George,"Djuro (Slavic), Egor, Egorka, Georas, Geordie, Georg, Georgas, Georges, Georgios, Gergel, Giorgio, Goran, Gorej, Gyuri, Igor, Jaris, Jerzy, Jiri, Jois (Dutch), Jorg, Jorgan, Jorge, Jorgen, Jorrin, Jur, Juraz, Jurgen, Jurek, Jurgi, Juri, Jurik, Yuri, Yurik, Ygor"
Georgia,"Georgeann, Georgeanne, Georgina, Georgetta, Georgette, Georgianna, Giorgia, Giorgina, Giorgyna, Jorgina"
Geraint,
Gerald,"Garald, Garcia, Garold, Gary, Gearalt, Geraldo, Gerard, Geraud, Gerek, Gerhard, Gerik, Gerrard, Gerry, Giraud, Jerold, Jerry"
Geraldine,"Deena, Dina, Dyna, Geralda, Geraldene, Geraldina, Geralyn, Geri, Gerianna, Gerianne, Gerilynn, Gerri, Giralda, Jere, Jerry"
Geranium,
Gerard,"Garrard, Garrat, Garrett, Gearard, Gerardo, Geraud, Gerhard, Gerhardt, Gerry, Gherardo"
Gerda,Garda
Gerlach,
Germain,"German, Germane, Germano, Germayn, Jermain, Jermaine"
Germaine,"Germana, Germane"
Germina,"Gemini, Geminia, Germinie"
Gersemi,
Gershom,"Gersham, Gershon, Gerson"
Gertrude,"Geitruda (Italian), Geltruda, Gerda, Gert, Gerta, Gerte, Gertie, Gertina, Gertraud, Gertruda, Gertrudis (Spanish), Traudl, Trude, Trudi, Trudie, Trudy"
Gerushah,Gerusha
Gervase,"Garvas, Garvey, Gervais, Gervaise, Gervaso, Gerwazy, Jarvey, Jarvis, Jervey"
Gerwyn,Gerwen
Geshem,
Gethin,"Geth, Gethen"
Geva,
Gevariah,"Gevaria, Gevarya, Gevaryah, Gevaryahu"
Gevirah,Gevira
Geysa,Geisa
Ghada,Ghayda
Ghadir,
Ghalib,
Ghaliya,
Ghassan,
Ghayth,Ghaith
Ghazi,
Ghita,
Ghoshal,Ghoshil
Ghufran,
Gi,
Gia,
Giacinta,Jacinta
Gianina,"Gianetta, Giannine, Ginetta, Ginette, Janine, Jeannine"
Gibidh,
Gibor,
Giborah,
Gibson,"Gibb, Gibbs, Gilson"
Gideon,"Gideone, Hedeon"
Gifford,Gifferd
Gig,
Gilad,Gilead
Giladah,"Galat, Geela, Gila, Gilia"
Gilam,
Gilana,
Gilbert,"Bert, Bertie, Burt, Gib, Gil, Gilberto, Gilibeirt (Irish), Giselbert, Giselberto, Giselbertus, Guilbert"
Gilberta,"Berta, Bertie, Gigi, Gilbertia, Gilbertina, Gilbertine, Gillie, Gilly"
Gilby,Gilbey
Gilchrist,
Gilda,
Giles,"Egede, Egide, Egidio, Egidius, Egidus, Gide, Gil, Gilles"
Giliah,"Giliya, Gilliyah"
Gillean,"Gillan, Gillen, Gillian"
Gillespie,Gillis
Gillett,"Gelett, Gillette"
Gillian,"Gilian, Gillaine, Gillan, Gillianne, Gillie, Giulia, Jillaine, Jillian"
Gilmer,
Gilmore,Gilmour
Gilon,
Gilroy,"Gilderoy, Gildray, Gildroy"
Gilsey,
Gilus,
Gin,
Ginger,
Ginton,
Giralda,
Girioel,
Girisa,
Girra,"Gira, Gyra"
Girvin,"Girvan, Girven"
Gisa,"Gissa, Gisse, Giza"
Giselle,"Ghisele, Gisele, Gisella, Giza, Gizela"
Gita,"Geeta, Geetika, Gitanjau"
Gitana,"Gitane, Gitanna"
Gitano,
Gitel,"Gitela, Gitele"
Gituska,
Giulia,"Giula, Giuliana, Giulietta, Julia, Juliana, Juliet, Julietta"
Giuliano,Giulio
Giustinia,Giustina
Givola,
Givon,
Gladwin,
Gladys,"Gladdis, Gladi, Gleda"
Gladys,"Glad, Gladi, Gwladys, Gwyladyss"
Glaisne,
Glanville,
Glaukos,
Gleda,
Glendon,"Glendan, Glendin, Glenton, Glyn"
Glenn,"Gleann, Glenny, Glin, Glynn"
Glenna,"Glenda, Glynis, Glynnie"
Glenville,
Gloria,"Gloree, Glorie, Gloriana, Glory"
Glorvina,
Glyndwr,
Glynis,Glinyce
Gobind,
Gobinet,"Gobnait, Gobnata"
Goddard,"Godart, Goddart, Godhart, Godhardt, Gothart, Gotthart"
Godfrey,"Godefroi, Godofredo, Goffredo, Gottfrid, Gottfried"
Godiva,
Godwin,"Godewyn, Goodwin"
Gofraidh,
Gohachiro,
Goitsemedime,
Golda,"Goldarina, Goldie, Goldina, Goldia"
Golding,
Goldwin,Goldwyn
Goliath,
Goma,
Gomda,
Gomer,
Gomez,
Gommata,
Gondol,
Gonza,
Gonzalo,"Goncalve, Gonsalve, Gonzales"
Gopal,
Gopi,
Gordon,
Gore,
Gorm,
Gorman,
Goro,
Gosheven,
Gotam,
Gotardo,
Gough,
Govert,
Gower,
Gowon,"Gowan, Gowen"
Goyathlay,
Gozal,Gozol
Gozala,
Grace,"Engracia, Gracia, Graciana, Gracie, Gratia, Gratiana, Grazia"
Grady,"Gradea, Graidey"
Graham,"Graeme, Grahame, Grahim"
Grainne,Grania
Granger,"Grainger, Grange"
Grant,"Grantham, Grantley"
Grantland,"Grantleigh, Grantley, Grantly"
Granville,Grenville
Gray,Grey
Grayson,"Graydon, Greydon"
Greeley,"Greeleigh, Greely"
Greenwood,
Greer,
Gregoria,
Gregory,"Graig, Greer, Greg, Gregoire, Gregor, Gregorio, Gregorius, Gregos, Grigor, Grigori, Grigoris, Grisha, Grzrgorz"
Gresham,
Gressa,
Gretna,
Greville,
Griffin,"Griff, Griffon, Gryphon"
Griffith,
Grimshaw,
Grindal,
Griselda,"Chriselda, Griseldis, Grishelda, Grishilde, Gryzelda, Selda, Zelda"
Griswold,Griswald
Grosvenor,
Grover,
Guda,
Gudrun,"Gudren, Gudrin, Gudruna"
Guida,
Guildford,"Gilford, Guilford"
Guinevere,"Gaenna, Gaynor, Genevieve, Genna, Gennie, Ginevra, Guenever, Guenna, Guennola, Guinna, Gwen, Gweniver, Gwennie, Gwennola, Gwennora, Gwennore, Gwyn, Janifer, Jen, Jenilee, Jennifer, Jenna, Jennalyn, Jennelle, Jennica, Jenniver, Jenny, Vefa (Bavarian), Wendie, Wendy, Win, Winne, Winny"
Guire,
Gul,
Gulbahar,
Gulcan,
Gulendam,
Guler,
Gulla,
Gullu,
Gulnaz,
Gulshan,
Gultekin,Kul Tigin
Gulten,
Gulzar,
Gunadhya,Gunaadhya
Gunhilda,"Gunhilde, Gunilda, Gunilla"
Gunther,"Guenter, Geunther, Gun, Gunnar, Gunner, Guntar, Gunter, Guntero"
Guntur,
Gur,
Gurice,Gurit
Gurion,
Gurit,
Gurley,"Gurli, Gurly"
Gurpreet,
Guryon,
Gustava,"Gustha, Gussie"
Gustave,"Gus, Gust, Gustaf, Gustaof, Gustav, Gustavo, Gustavus, Gustus, Gusztav"
Guthrie,"Guthre, Guthree"
Gutierre,
Gutpagho,
Guy,Guido
Guyapi,
Guyra,Guira
Gwandoya,
Gwatcyn,Gwatkin
Gwenda,
Gwendolyn,"Guenna, Gwen, Gwendaline, Gwenette, Gwenyth, Wendy, Win, Winne"
Gweneal,
Gwenfrewi,
Gwenluan,
Gwerful,Gwerfyl
Gwern,
Gwesyn,
Gwidon,
Gwun,Gwuna
Gwyneth,"Gweneth, Gwenith, Gwineth, Gwynna, Gwynne, Winny, Wynn"
Gwynn,Gwin
Gwythyr,Gwydyr
Gyan,Gyani
Gyanda,
Gyandev,
Gyantwaka,
Gyasi,
Gylfi,
Gypsy,
Gytha,
Gytha,
Gyula,Gyala
Ha,
Haakon,"Haakan, Hagen, Hakan, Hakon"
Habib,
Habiba,Habibah
Habimana,Habimama
Hachehi,
Hachi,
Hachiuma,
Hackett,"Hacket, Hackitt"
Hackman,
Hadad,Haddad
Hadara,"Hadaria, Hadarah"
Hadassah,
Hadawako,
Hadden,"Hadan, Haddon, Haden, Hadon"
Hadi,"Had, Hadd"
Hadil,
Hadiya,
Hadley,"Hadleigh, Hadly, Leigh"
Hadria,"Hadrianna, Hadrien, Hadrian"
Hadriel,Hadriell
Hadwin,"Hadwen, Hadwinn"
Hadya,
Hae-Won,
Hafiz,
Hafoka,
Hafsah,Hafza
Hafwen,"Hafwena, Hafwina"
Hagar,Haggar
Hagen,"Hagan, Haggan"
Hagia,"Hagice, Hagit"
Hagley,"Haglea, Hagleigh"
Hagne,
Hahau,
Hahn,
Hahnee,
Hahtalekin,
Hai,
Haidar,
Haidee,"Hadia, Hady, Haydee"
Haido,
Haig,
Hailama,Haliman
Haiwee,Haiwi
Hajar,Hagir
Hajj,Haji
Hak-kun,
Hakadah,
Hakan,
Hakan,
Hakim,"Hakeem, Hakiem"
Hakiziana,
Hakon,"Haaken, Haakin, Haakon, Hakan, Hako"
Hakumele,
Hala,Halah
Hala,
Halapolo,
Halapua,
Halatoa,
Halbert,"Hal, Halburt"
Halcyone,Halcyon
Haldan,"Haldane, Halden, Halfdan, Halvdan"
Haldana,Haldane
Hale,"Hal, Hayle"
Halen,Hale
Haley,Hailey
Halford,
Halfrida,
Hali,"Haley, Haly"
Halia,
Haliaka,Haliakak
Halian,
Halifax,
Halil,
Halim,Haleem
Halima,Haleema
Halimah,
Halimeda,"Hallie, Meda"
Halku,
Hall,
Halla,"Hala, Hallia"
Hallalhotsoot,
Hallam,
Hallan,"Halan, Halen, Halin, Hallen, Hallin"
Halley,"Halleigh, Hally"
Hallie,
Halliwell,
Hallward,
Halola,Harola
Halolani,
Halona,Allona
Halputta Hadjo,
Halsey,"Halse, Halsy"
Halstead,Halsted
Halton,Halten
Halvor,Halvar
Ham,
Hama,Hamako
Hamadi,Hamidi
Hamal,Hamil
Hamar,"Hama, Hamer"
Hamid,"Haamid, Hamadi, Hamidi, Hammad"
Hamida,Hamidah
Hamidi,
Hamill,"Hamel, Hammill"
Hamilton,"Hamel, Hamil"
Hamish,
Hamisi,
Hamlet,"Hamelin, Hamil, Hamlin, Hammett, Hammond, Hamnet"
Hamlin,"Hamblin, Hamelin, Hamlen, Hamlyn"
Hammond,"Hamon, Hamond"
Hamund,
Hamza,
Hana,"Hanae, Hanako"
Hanako,
Hanan,
Hanauhou,
Hanauhoulani,
Hanbal,"Hanbel, Hanbil"
Hanele,"Hanal, Hanalla, Hanella"
Hanford,
Hang,
Hani,
Hania,Haniya
Hanif,Haneef
Hanifa,Hanifah
Haniyya,
Hanley,"Handlea, Handleigh, Hanlea, Hanly, Henleigh, Henley"
Hannah,"Ana, Anci (Hungarian), Ania (Polish), Ann, Anna, Annaka (Swedish), Chana, Hana, Hanita, Hannele, Hannie, Henna, Honna, Nan, Nannie"
Hannibal,"Anibal, Hanibal"
Hanraoi,
Hans,John
Hansa,"Hansika, Hansila"
Hansine,
Hanson,"Hansen, Hanssen"
Hansrat,
Hantaywee,
Hanuman,
Hanya,
Hao,
Hao Ngoc,
Haoa,
Haqikah,
Hara,
Harah,
Haralda,"Hallie, Harelda, Heralda"
Haram,
Harath,Harith
Harb,
Harbin,"Harban, Harben"
Harcourt,Harcort
Harden,"Hardin, Harding, Hardon, Hardun, Hardy"
Harding,
Hardwin,Hardwen
Hardy,"Harden, Hardey, Hardin, Harding"
Harel,"Haral, Harell, Hariel, Harrel, Harrell"
Harford,Hareford
Hargrove,"Hargrave, Hargreaves"
Hari,
Hari,"Hariel, Harin"
Harim,Hareem
Harish,Haresh
Harita,
Harith,
Harjeet,
Harkin,"Harkan, Harken"
Harlan,"Harland, Harle, Harlen, Harlin"
Harley,"Arlea, Arleigh, Harlan, Harlea, Harleigh, Harly"
Harlow,Arlo
Harmens,
Harmony,"Harmonia, Harmonie"
Haro,
Harold,"Arald, Araldo (Italian), Aralt (Irish), Aroldo, Arry, Garald, Garold, Hal, Haldon, Harailt (Irish), Harald, Haraldas, Haralds, Haroldas, Harry, Herold, Herrick"
Haroun,"Haaroun, Haarun, Harin, Haron, Harun"
Harper,
Harriet,"Harrie, Harietta, Harriot, Hatsie, Hattie"
Harrington,
Harrison,"Harris, Herris"
Harrod,Harod
Harsha,"Harshida, Harshika, Harshina"
Harshad,
Harshal,
Hart,"Harte, Hartley, Hartwell, Hartwig"
Hartford,
Hartley,"Hartlea, Hartleigh, Hartly"
Hartman,
Hartwell,"Harwell, Harwill"
Haru,Haruko
Harue,
Harun,Haroun
Harvey,"Harve, Herve, Hervey"
Harwood,
Hasad,Hassad
Hasana,
Hasanati,
Hasant,"Hasan, Hasin, Hassan, Hassani, Husani"
Hashim,Hasheem
Hashkesh Naabah,
Hasia,Hasya
Hasib,
Hasika,
Hasim,"Hasam, Hasem"
Hasin,"Hasen, Hassin"
Hasina,
Haskel,"Chaskell, Haskell, Heskel"
Haslett,"Hazlett, Hazlitt"
Hasna,
Hassan,Hasan
Hastin,"Hastan, Hasten"
Hastings,"Hastie, Hasty"
Hatchootucknee,
Hatdar,"Haidar, Haydar, Hayder, Hyder"
Hateya,
Hatfez,
Hathor,Hathora
Hathshira,
Hatim,
Hatsu,
Hau,
Haukea,Haukya
Haulani,
Hauma,Halimah
Haunani,
Hauoli,
Hausu,
Havea,
Havel,"Hava, Havelek, Havlik"
Havelock,
Haven,"Hagan, Hagen, Hagin, Havin, Hogan"
Havgan,"Havgen, Havgin, Havgon"
Havika,
Haviva,
Hawa,
Hawley,"Hawleigh, Hawly"
Hawthorne,Hawthorn
Haya,
Hayat,
Hayden,"Hadan, Haden, Hadin, Haydn, Haydin, Haydon"
Hayes,"Haise, Haize, Hays"
Hayfa,
Hayley,"Hailea, Haleigh, Haylea"
Haytham,Haitham
Hayward,Heyward
Haywood,"Heywood, Woody"
Hazel,"Haizel, Hazal, Hazelle"
He-ping,
He-Ran,
Heath,
Heathcliff,
Heathcote,
Heather,
Heaton,
Hebe,Hebia
Heber,"Hebar, Hebor"
Hector,"Ector, Ettor, Ettore, Hektor"
Hedda,"Heda, Heddie, Hedvig, Hedviga, Hedvige, Hedwiga, Hedwige, Hedy"
Heddwyn,"Heddwen, Heddwin, Hedwen, Hedwin"
Hedeon,Hedion
Hediah,"Hedia, Hedya"
Hedley,"Headley, Headly, Hedly"
Hedvika,
Hedwig,"Edo, Edwig, Eide, Hedda (German)"
Hedy,
Hee-Young,
Heimdall,
Heinmot Ilppilp,
Heinmot Tooyalakekt,
Heinmot Tosinlikt,
Hekeka,Heketa
Helaku,
Heledd,Hyledd
Helen,"Alena (Slavic), Alina, Eibhlin, Eileen, Eleanor, Elena (Italian), Eleni, Elinor, Elinora, Ellen, Ellena, Elnora, Lena, Nora, Galina (Slavic), Halina (Slavic), Helene, Helenka, Jalana (Russian), Jelena (Russian), Laine, Leonore, Lana, Valenka, Yalena, Yelena, Yilina"
Heleuma,
Helga,Olga
Helia,
Helice,
Helier,
Helki,
Helma,Hilma
Helmut,Helmuth
Helsa,
Heltu,
Hemachandra,
Hemali,
Heman,Hemen
Hematute Hikaith,
Hembadoon,
Hemene,
Hemene Ilppilp,
Hemene Moxmox,
Hemolelekeakua,
Henderson,"Hendrie, Hendries, Hendron, Henryson"
Heneli,
Henley,
Henrietta,"Eiric (Scottish), Enrichetta, Enrichette, Enriqueta, Etta, Ettie, Hatsie, Hattie, Hendrika, Henia, Henie, Henka, Henrinka (Swedish), Yetta, Yettie"
Henry,"Arrigo, Eanruig (Scottish), Endrickas (Lithuanian), Enric, Enrico, Enrikos, Enrique, Enskys, Enzio, Ezio, Hal, Hank, Harry, Heike, Heindrick, Heiner, Heinrich, Heinrick, Heinz, Hendrick, Hendriks, Henerick, Henning, Henri, Henrik, Henrikus, Henrique, Henryk, Hinrich"
Hepzibah,"Chepzibah, Eppie, Hepsie"
Hera,Heria
Herbert,"Bert, Bertie, Erberto, Harbert, Hebert, Herb, Herbertus, Herbie, Heribert, Heriberto"
Hercules,"Ercole, Herakles, Hercule, Herculie"
Herleif,"Harlief, Herlof, Herluf"
Herlindis,
Herman,"Armand, Armando, Armanno, Armin, Ermanno, Ermas, Erme, Ermin, Ermolaj (Russian), Harman, Hermeli, Hermie, Hermon"
Hermione,"Hermia, Erma"
Hermosa,
Herod,
Heromin,
Herrick,"Harrik, Herick, Herryk"
Hershel,"Hersch, Herzl, Hirsch, Hirschel"
Hertha,"Eartha, Erda, Herta"
Hertz,Herts
Herzog,
Hesper,Hespera
Hesperos,Hespero
Hester,
Hestia,
Hesutu,
Heta,
Hetnmot,
Heulwen,
Hevel,
Hewitt,
Hewlett,Hewlitt
Hewney,"Aney, Oney, Owney, Oynie, Uaithne"
Hewson,
Hezekiah,
Hialeah,
Hialmar,
Hiamovi,
Hiawassee,
Hiawatha,
Hiba,
Hibah,
Hibernia,
Hibiscus,
Hide,
Hideaki,
Hideo,
Hien,
Hieremias,
Hieronymus,
Hieu,
Hiew,
Hifo,
Hiilani,
Hika,
Hikari,
Hikila,
Hikmat,
Hikuleo,
Hilal,
Hilaria,
Hilary,"Alair, Hilar, Hilaire, Hilario, Hilarion, Hilarius, Ilario"
Hilaua,
Hilda,"Hild, Hildy"
Hildebrand,
Hildegarde,"Helle, Hilda, Hilde, Hildegunn, Hille"
Hildemar,
Hildreth,Hildred
Hillard,"Hillier, Hillyer"
Hillel,
Hillevi,
Hilliard,"Hiller, Hillierd, Hillyard, Hillyer, Hillyerd"
Hilmar,"Hillmar, Hilmer"
Hilton,
Himani,
Himeronim,
Himesh,
Himslehkin,
Hina,
Hinda,
Hine,Hina
Hinemoa,
Hinmaton Yalatkit,
Hinookmahiwikilinaka,
Hinto,
Hinun,
Hipakeiki,
Hippolyte,"Hippolit, Hippolitos, Ippolito"
Hiral,
Hiram,"Ahiram, Hi, Hirom, Hyrum"
Hiriko,
Hiriwa,
Hirohito,
Hiroko,
Hiromasa,
Hiroshi,
Hisa,
Hisano,
Hisham,
Hisoka,
Hiti,
Hitoshi,
Hiuwe,"Hiu, Huko"
Hiva,
Hiwahiwakeiki,
Hiyatommon,
Hjordis,
Hlin,
Ho,
Ho-Sook,
Hoa,
Hoaalohakupaa,
Hoaka,
Hoalohalani,
Hoalohanani,
Hoang,
Hobson,
Hoc,
Hod,
Hodaka,
Hoder,Hodur
Hodgson,
Hoffman,
Hogan,
Hohanonivah,
Hohots,
Hohots Ilppilp,
Hoku,
Hokualohi,
Hokuao,
Hokuaonani,
Hokulani,Hoku
Hola,
Holata,
Holbrook,Brook
Holcomb,
Holda,"Holde, Holle, Hulda"
Holden,Holdin
Holic,Holik
Holisi,
Holla,
Holleb,"Hollub, Holub"
Hollis,Hollace
Holly,
Holman,"Hollman, Hollmen, Holmen"
Holmes,"Holm, Hume"
Holomakani,
Holt,
Homer,"Holmer, Homar, Homeros, Homerus, Omero"
Hondo,
Hone,
Honekakala,
Honey,
Hong,
Honi,
Honon,
Honora,"Honor, Honorata, Honoria, Honorine, Nora, Norine, Norry"
Honore,"Honorius, Honoratus"
Honovi,
Honza,
Hoolana,
Hoong,
Hop,
Hope,
Hopi,
Horace,"Horacio, Horatio, Horatius, Horaz, Horazio, Oratio, Orazio"
Horatia,Horacia
Horimir,
Horst,Hurst
Hortense,"Hortensia, Hoetenspa, Ortensia"
Horton,Horten
Horus,
Hosa,
Hosea,Hosiea
Hoshi,"Hoshie, Hoshiko, Hoshiyo, Hosiko"
Hosyu,
Hotah,Hota
Hotaia,
Hothlepoya,
Hototo,Hoto
Houghton,
Houston,
Howard,
Howe,
Howell,"Howall, Huell"
Howi,
Howin,
Howland,"Howlan, Howlen"
Hoyle,"Hoil, Hoile"
Hoyouwerlikt,
Hoyt,
Hrisoula,
Hsu,
Hsuang,
Hu,
Hua,
Huakava,
Huan-toa,
Huang,
Huang-fu,
Huanu,
Huata,
Huau,
Hubert,"Bert, Hobard, Hobart, Hubbard, Hube, Huberto, Hubertus, Hubie, Humberto, Ulberto, Umberto"
Huberta,
Huda,Hoda
Hudson,
Hue,
Hue-Lan,
Huelo,
Huette,"Huetta, Hugette, Hughina"
Hugh,"Aodh (Irish), Aoidh (Scottish), Hew, Hewe, Hewett, Hewitt, Hiu, Hosch, Huego, Huey, Hughes, Hugo, Hugues (French), Huw (Welsh), Ugo, Ugon"
Huhuewahehle,
Huhulu,
Hui-Fang,
Hula,
Hulama,
Hulbert,"Bert, Holbard, Holbert, Hulbard, Hulbert, Hulburd, Hulburt"
Hulda,"Huldah, Huldie"
Huluava,
Humayd,
Humbert,Umberto
Humita,
Humphrey,"Homfroi, Humfrid, Humfried, Humph, Hunfredo, Onfre, Onfroi, Onofredo, Onofrio"
Hung,
Hunter,Hunt
Huntington,Huntingdon
Huntley,"Huntlea, Huntleigh, Huntly"
Huong,
Hurlbert,Hurlburt
Hurley,Hurleigh
Hurriyyah,
Hurst,Hearst
Husam,
Husani,
Huslu,
Husni,
Husniya,
Huso,
Hussain,"Husain, Husein"
Hute,
Hutton,Huttin
Huxford,
Huxley,Huxleigh
Huy,
Huya-na,
Huyana,
Huynh,
Huyu,
Hwa-Young,
Hy,
Hyacinth,"Cynthie, Giacinta (Italian), Giacintho, Giacinto, Jacindo, Jacinto, Jackie, Jacinta, Jacynth"
Hyatt,
Hyde,
Hye,
Hyo,
Hyo-Sonn,
Hypatia,
Hyun-Ae,
Hyun-ki,Hyun-shik
Hyun-Ok,
Hywel,Hywell
I chih,
Ia,
Iago,"Jago, Santiago (see James)"
Iakona,Iasona
Ialeka,"Iakeka, Iareda"
Ian,"Ean, Eann, Eoin, Iain (see John)"
Ianira,
Iantha,"Ianthe, Ianthia, Janthia"
Iarfhlaith,Jarlath
Ib,
Ibn,
Ibsen,Ibson
Ibtihaj,
Ibtisam,"Ebtissam, Essam, Ibtissam, Issam"
Ichabod,
Ichchani,
Ichiro,
Ida,"Idalia, Idalina, Idalya, Ide, Idell, Idella, Idetta"
Idaa,
Ide,Ita
Iden,"Idanm Idin, Idun"
Idi,
Idony,"Idonea, Idun, Itiunnr"
Idowu,
Idra,
Idris,Idrys
Idriya,Idria
Iduna,"Idonia, Idunna"
Idwal,
Ieke,
Ielemia,
Ienipa,
Ierne,Ierna
Iesha,"Iaisha, Leshya"
Iestyn,
Ifama,
Ife,
Ifetayo,
Ifor,
Igal,Igale
Igasho,
Ignatia,"Ignacia, Ignazia, Ignia"
Ignatius,"Eneco, Ennicus, Igie, Ignaas, Ignac, Ignace, Ignacio, Ignacius, Ignasha, Ignatz, Ignaz, Ignazio, Inigo"
Igor,"Ing, Inge, Ingemar, Ingmar (see Ingvar)"
Igraine,
Ihab,
Ihsan,
Ihsana,
Iishim,
Ikaaka,"Aikake, Isaaka"
Ikaia,
Ikaikalani,
Ikale,
Ikamalohi,
Ikani,
Ikenaki,
Ikia,
Iklal,
Iku,Ikuko
Ikuseghan,
Il-sung,
Ila,
Ilana,"Elana, Ilani, Ilanit"
Ilesha,
Iliana,Ilia
Ilima,
Ilka,"Ilke, Milka"
Illtud,Illtyd
Ilom,
Ilona,"Ilone, Ilonka"
Iluminada,
Ima,Imako
Imad,Imam
Imala,
Iman,"Imana, Imani"
Imana,
Imara,
Imarogbe,
Imelda,Imalda
Imena,
Imeria,
Imin,
Immaculada,Immaculata
Immokalee,
Imogen,"Emogen, Emogena, Emogene, Imogene, Imogenia, Imogine"
Imperia,
Imran,
Imri,Imric
In,
Ina,Ena
Ina,Ena
Inam,Enam
Inanna,
Inar,
Inari,
Inas,Inaya
Inas,Inasa
Ince,
Indigo,
Indira,
Indra,
Indranee,
Indre,
Indu,
Induna,
Inek,
Inen Toxxouke,
Inez,"Ines, Inesita, Inessa, Ynes, Ynesita"
Inga,"Ing, Ingaberg, Ingabjorg, Ingaborg, Inge, Ingeberg, Ingegerd"
Ingar,Ingara
Ingemar,"Ing, Ingemur, Ingmar"
Ingram,"Ingraham, Ingrim"
Ingrid,"Inga, Inge, Inger, Ingmar"
Ingvar,
Iniga,
Iniko,
Inir,
Inkata,
Inkpaduta,
Innis,"Inis, Innes, Inniss"
Innocent,Innocenzio
Innocenzio,Inocencio
Inoa,
Inocencia,"Inocenta, Inocentia"
Inoke,
Inokene,
Inola,
Inshtatheumba,
Inteus,
Ioela,
Iokepa,
Iokia,
Iokua,
Iola,Iole
Iola,Iole
Iolanthe,
Iolo,
Ion,
Iona,
Ionakana,
Ione,
Iongi,
Iora,
Iorwerth,
Iphiginia,Iphigenie
Ippakness Wayhayken,
Ipyana,
Ira,
Ira,
Iram,
Irateba,"Arateva, Yaratev"
Irene,"Arina, Eirene, Ereni, Irayna, Irena, Irina, Iren, Irine, Irisha, Irusya, Iryna, Orina, Orya, Rean, Reana, Reena, Rena, Rene, Rina, Rini, Yarina"
Ireta,Irette
Iris,
Irma,
Irmin,Irman
Iromagaja,
Irvette,Irva
Irving,"Earvin, Earving, Erv, Ervin, Erving, Irv, Irvin, Irvine, Irwin"
Irwin,"Erwin, Irwyn"
Isa,
Isa,
